dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,mockito,org/mockito/internal/creation/cglib/CglibMockMaker,6,49,"        return ((MethodInterceptorFilter) callback).getHandler();
",2,0,0,3,6,1,2,2,0,6,57,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/MethodInfo,6,50,"        return method.getReturnType().getSimpleName();
",0,0,0,2,4,1,6,0,0,6,46,5,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/SpyOnInjectedFieldsHandler,6,50,"            } catch (Exception e) {
",2,0,0,1,4,0,0,2,0,4,23,8,0.00000,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,50,"            InvocationMatcher invocationMatcher = matchersBinder.bindMatchers(
",2,0,0,0,1,0,4,2,0,8,66,6,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/DefaultAnnotationEngine,6,50,"        return new FieldAnnotationProcessor<A>() {
",0,0,0,1,3,1,0,4,0,4,42,7,0.00000,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,50,"            } else if (!i.isInterface()) {
",0,0,0,2,6,0,4,0,0,5,30,7,0.00000,0
defect4j,mockito,org/mockito/internal/matchers/LocalizedMatcher,6,50,"            return ((ContainsExtraTypeInformation) actualMatcher).withExtraTypeInfo();
",2,0,0,3,6,1,2,2,0,6,74,7,0.00000,0
defect4j,mockito,org/mockito/exceptions/Reporter,6,50,"        throw new MockitoException(join(
",0,0,0,0,2,0,2,2,0,4,32,5,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,50,"        if (delegatedInstance.getClass().isAssignableFrom(classToMock)) {
",0,0,0,3,7,0,8,0,0,8,65,5,0.00000,0
defect4j,mockito,org/mockito/internal/handler/NullResultGuardian,6,50,"        delegate.setAnswersForStubbing(answers);
",0,0,0,1,2,0,6,0,0,6,40,5,0.00000,0
defect4j,mockito,org/mockito/internal/util/collections/HashCodeAndEqualsSafeSet,6,50,"            }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,6,50,"            return Mockito.mock(type, new ThrowsSmartNullPointer(invocation, location));
",4,0,0,2,4,1,6,2,0,12,76,7,0.00000,0
defect4j,mockito,org/mockito/internal/verification/Times,6,50,"        NumberOfInvocationsInOrderChecker numberOfCalls = new NumberOfInvocationsInOrderChecker();
",2,0,0,1,2,0,0,4,0,6,90,4,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/InvocationsFinder,6,50,"            return firstChunk;
",2,0,0,0,0,1,0,0,0,2,18,6,0.00000,0
defect4j,mockito,org/mockito/internal/verification/DefaultRegisteredInvocations,6,50,"        }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/ArgumentsComparator,6,51,"            if (rawArgs[i] != null && rawArgs[i].getClass().isArray() && i == rawArgs.length-1) {
",6,5,1,5,11,0,4,0,0,23,85,6,0.00000,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,51,"                listener.reportInvocation(new NotifiedMethodInvocationReport(invocation, returnValue));
",4,0,0,2,4,0,4,2,0,10,87,9,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/SpyOnInjectedFieldsHandler,6,51,"                throw new MockitoException(""Problems initiating spied field "" + field.getName(), e);
",2,1,0,2,4,0,4,2,0,10,84,10,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/GlobalConfiguration,6,51,"        return GLOBAL_CONFIGURATION.get().getReturnValues();
",0,0,0,2,4,1,6,0,0,6,52,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/StubbedInvocationMatcher,6,51,"        return super.toString() + "" stubbed with: "" + answers;
",4,1,0,1,2,1,0,0,0,6,54,4,0.00000,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,51,"                new Reporter().extraInterfacesAcceptsOnlyInterfaces(i);
",0,0,0,2,4,0,4,2,0,6,55,10,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/ConstructorInjection,6,51,"            SimpleArgumentResolver simpleArgumentResolver = new SimpleArgumentResolver(mockCandidates);
",4,0,0,1,2,0,0,4,0,8,91,6,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,6,51,"                assertNoIncompatibleAnnotations(Spy.class, field, Mock.class, org.mockito.MockitoAnnotations.Mock.class, Captor.class);
",8,0,0,1,2,0,4,6,0,18,119,9,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,51,"            new Reporter().mockedTypeIsInconsistentWithDelegatedInstanceType(classToMock, delegatedInstance);
",0,0,0,2,4,0,6,2,0,8,97,7,0.00000,0
defect4j,mockito,org/mockito/internal/handler/NullResultGuardian,6,51,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs,6,51,"        Class<?> rawType = returnTypeGenericMetadata.rawType();
",2,0,0,1,2,0,4,2,0,8,55,4,0.00000,0
defect4j,mockito,org/mockito/internal/verification/Times,6,51,"        numberOfCalls.check(allInvocations, wanted, wantedCount, data.getOrderingContext());
",0,0,0,2,4,0,14,0,0,14,84,5,0.00000,0
defect4j,mockito,org/mockito/internal/matchers/Equals,6,51,"        if (o == null || !this.getClass().equals(o.getClass())) {
",2,2,0,4,9,0,8,0,0,13,57,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,6,52,"        if (methodInfo.isAbstract()) {
",0,0,0,2,5,0,4,0,0,4,30,5,0.00000,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,52,"            } catch(Throwable listenerThrowable) {
",2,0,0,1,4,0,0,2,0,4,38,8,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/SpyOnInjectedFieldsHandler,6,52,"            }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockUtil,6,52,"        if (mock == null) {
",2,1,0,1,3,0,0,0,0,3,19,4,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/DefaultAnnotationEngine,6,52,"                return null;
",0,0,0,0,0,1,0,0,0,0,12,3,0.00000,0
defect4j,mockito,org/mockito/internal/matchers/LocalizedMatcher,6,52,"            return this;
",0,0,0,0,0,1,0,0,0,0,12,3,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/ConstructorInjection,6,52,"            FieldInitializationReport report = new FieldInitializer(fieldOwner, field, simpleArgumentResolver).initialize();
",8,0,0,2,4,0,2,4,0,14,112,6,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,6,52,"                field.setAccessible(true);
",0,0,0,1,2,0,4,0,0,5,26,9,0.00000,0
defect4j,mockito,org/mockito/internal/exceptions/stacktrace/StackTraceFilter,6,52,"        List<StackTraceElement> bottom = unfilteredStackTrace.subList(lastBad + 1, unfilteredStackTrace.size());
",4,1,0,2,4,0,8,4,0,17,104,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs,6,52,"        if (!mockitoCore().isTypeMockable(rawType)) {
",0,0,0,3,7,0,6,0,0,7,45,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,6,52,"        return null;
",0,0,0,0,0,1,0,0,0,0,12,3,0.00000,0
defect4j,mockito,org/mockito/internal/verification/Times,6,52,"    }    
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/matchers/Equals,6,52,"            return false;
",0,0,0,0,0,1,0,0,0,1,13,6,0.00000,0
defect4j,mockito,org/mockito/configuration/DefaultMockitoConfiguration,6,53,"        return true;
",0,0,0,0,0,1,0,0,0,1,12,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/BaseStubbing,6,53,"        return thenAnswer(new ThrowsExceptionClass(throwableClass));
",2,0,0,2,4,1,2,2,0,6,60,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,6,53,"            reporter.cannotCallAbstractRealMethod();
",0,0,0,1,2,0,4,0,0,4,40,7,0.00000,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,53,"                new Reporter().invocationListenerThrewException(listener, listenerThrowable);
",0,0,0,2,4,0,6,2,0,8,77,10,0.00000,0
defect4j,mockito,org/mockito/internal/MockitoCore,6,53,"            throw new IllegalArgumentException(
",0,0,0,0,1,0,0,2,0,2,35,8,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/scanner/InjectMocksScanner,6,53,"                assertNoAnnotations(field, Mock.class, MockitoAnnotations.Mock.class, Captor.class);
",4,0,0,1,2,0,4,4,0,12,84,9,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockUtil,6,53,"            throw new NotAMockException(""Argument should be a mock, but is null!"");
",0,0,0,1,2,0,0,2,0,4,71,6,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/plugins/PluginLoader,6,53,"        } catch (IOException e) {
",2,0,0,1,4,0,0,2,0,4,25,6,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,53,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/progress/ArgumentMatcherStorageImpl,6,53,"        assertStateFor(""And(?)"", TWO_SUB_MATCHERS);
",0,0,0,2,4,0,4,0,0,5,43,5,0.00000,0
defect4j,mockito,org/mockito/internal/exceptions/stacktrace/StackTraceFilter,6,53,"        List<StackTraceElement> filtered = new ArrayList<StackTraceElement>(top);
",4,0,0,1,2,0,0,8,0,12,73,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs,6,53,"            return delegate().returnValueFor(rawType);
",0,0,0,2,4,1,6,0,0,6,42,7,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/ReturnsArgumentAt,6,53,"        return wantedArgumentPosition == LAST_ARGUMENT;
",4,1,0,0,0,1,0,0,0,5,47,4,0.00000,0
defect4j,mockito,org/mockito/internal/util/Primitives,6,53,"        return (T) PRIMITIVE_OR_WRAPPER_DEFAULT_VALUES.get(primitiveOrWrapperType);
",0,0,0,2,4,1,6,2,0,8,75,5,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/ArgumentsComparator,6,54,"                if (m instanceof MatcherDecorator) {
",2,0,0,1,3,0,0,2,0,4,36,9,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/MockInjection,6,54,"    public static class OngoingMockInjection {
",2,0,0,0,1,2,0,0,0,4,42,2,0.00000,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,54,"            }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/scanner/InjectMocksScanner,6,54,"                mockDependentFields.add(field);
",0,0,0,1,2,0,6,0,0,6,31,9,0.00000,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,54,"            invocationContainerImpl.setMethodForStubbing(invocationMatcher);
",0,0,0,1,2,0,6,0,0,6,64,7,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/plugins/PluginLoader,6,54,"            throw new MockitoException(""Failed to load "" + service, e);
",4,1,0,1,2,0,0,2,0,8,59,8,0.00000,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,54,"        this.extraInterfaces = newSet(extraInterfaces);
",2,0,0,1,2,0,4,0,0,7,47,4,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/ConstructorInjection,6,54,"            return report.fieldWasInitializedUsingContructorArgs();
",0,0,0,1,2,1,4,0,0,4,55,7,0.00000,0
defect4j,mockito,org/mockito/internal/progress/ArgumentMatcherStorageImpl,6,54,"        And and = new And(popLastArgumentMatchers(TWO_SUB_MATCHERS));
",2,0,0,2,4,0,4,4,0,10,61,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/MethodInfo,6,54,"        return method.getName();
",0,0,0,1,2,1,4,0,0,4,24,5,0.00000,0
defect4j,mockito,org/mockito/internal/exceptions/stacktrace/StackTraceFilter,6,54,"        filtered.addAll(bottom);
",0,0,0,1,2,0,6,0,0,6,24,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,54,"        addAnswer(answer, true);
",0,0,0,1,2,0,4,0,0,5,24,5,0.00000,0
defect4j,mockito,org/mockito/internal/handler/NullResultGuardian,6,54,"        return delegate.getInvocationContainer();
",0,0,0,1,2,1,4,0,0,4,41,5,0.00000,0
defect4j,mockito,org/mockito/internal/matchers/Equals,6,54,"        Equals other = (Equals) o;
",4,0,0,1,2,0,0,4,0,8,26,4,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/ArgumentsComparator,6,55,"                    actualMatcher = ((MatcherDecorator)m).getActualMatcher();
",4,0,0,3,6,0,2,2,0,9,57,10,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,6,55,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,55,"        }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/SpyOnInjectedFieldsHandler,6,55,"        return false;
",0,0,0,0,0,1,0,0,0,1,13,4,0.00000,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,55,"            return null;
",0,0,0,0,0,1,0,0,0,0,12,3,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/InvocationsFinder,6,55,"        List<Invocation> firstChunk = new LinkedList<Invocation>();
",2,0,0,1,2,0,0,8,0,10,59,4,0.00000,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,55,"        return this;
",0,0,0,0,0,1,0,0,0,0,12,3,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/ConstructorInjection,6,55,"        } catch (MockitoException e) {
",2,0,0,1,4,0,0,2,0,4,30,6,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,6,55,"                    instance = field.get(testInstance);
",2,0,0,1,2,0,6,0,0,9,35,10,0.00000,0
defect4j,mockito,org/mockito/internal/progress/ArgumentMatcherStorageImpl,6,55,"        matcherStack.push(new LocalizedMatcher(and));
",2,0,0,2,4,0,4,2,0,8,45,5,0.00000,0
defect4j,mockito,org/mockito/internal/exceptions/stacktrace/StackTraceFilter,6,55,"        return filtered.toArray(new StackTraceElement[]{});
",0,0,0,3,6,1,4,2,0,6,51,5,0.00000,0
defect4j,mockito,org/mockito/internal/creation/DelegatingMethod,6,55,"        if (this == o) {
",2,1,0,1,3,0,0,0,0,3,16,4,0.00000,0
defect4j,mockito,org/mockito/internal/util/collections/HashCodeAndEqualsSafeSet,6,55,"        return backingHashSet.size();
",0,0,0,1,2,1,4,0,0,4,29,5,0.00000,0
defect4j,mockito,org/mockito/internal/verification/DefaultRegisteredInvocations,6,55,"            return new ObjectMethodsGuru().isToString(invocation.getMethod());
",0,0,0,3,6,1,6,2,0,8,66,6,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,55,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/matchers/Equals,6,55,"        return this.wanted == null && other.wanted == null || this.wanted != null && this.wanted.equals(other.wanted);
",14,6,0,1,2,1,2,0,0,22,110,4,0.00000,0
defect4j,mockito,org/mockito/internal/verification/Times,6,56,"        return ""Wanted invocations count: "" + wantedCount;
",2,1,0,0,0,1,0,0,0,4,50,4,0.00000,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,56,"            loader = new SearchingClassLoader(parentLoaders.get(i), loader);
",4,0,0,2,4,0,6,2,0,13,64,6,0.00000,0
defect4j,mockito,org/mockito/internal/progress/HandyReturnValues,6,56,"        return instance == null ? null : (T) returnFor(instance.getClass());
",2,1,0,3,6,1,6,2,0,12,68,5,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockUtil,6,56,"        if (isMockitoMock(mock)) {
",0,0,0,2,5,0,4,0,0,4,26,5,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/InvocationsFinder,6,56,"        for (Invocation invocation : unverified) {
",4,0,0,1,3,0,0,2,0,6,42,4,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/ConstructorInjection,6,56,"            if(e.getCause() instanceof InvocationTargetException) {
",0,0,0,2,5,0,4,2,0,6,55,8,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,6,56,"                    assertNotInterface(instance, field.getType());
",0,0,0,2,4,0,8,0,0,8,46,11,0.00000,0
defect4j,mockito,org/mockito/internal/progress/ArgumentMatcherStorageImpl,6,56,"        return new HandyReturnValues();
",0,0,0,1,2,1,0,2,0,2,31,6,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs,6,56,"        return deepStub(invocation, returnTypeGenericMetadata);
",0,0,0,1,2,1,6,0,0,6,55,5,0.00000,0
defect4j,mockito,org/mockito/internal/progress/ThreadSafeMockingProgress,6,56,"        return threadSafely().toString();
",0,0,0,2,4,1,4,0,0,4,33,5,0.00000,0
defect4j,mockito,org/mockito/internal/creation/DelegatingMethod,6,56,"            return true;
",0,0,0,0,0,1,0,0,0,1,12,6,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/ArgumentsComparator,6,57,"                    actualMatcher = m;
",4,0,0,0,0,0,0,0,0,5,18,10,0.00000,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,6,57,"        VerificationMode temp = verificationMode.getObject();
",2,0,0,1,2,0,4,2,0,8,53,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/BaseStubbing,6,57,"        if (throwableClasses == null) {
",2,1,0,1,3,0,0,0,0,3,31,4,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockUtil,6,57,"            MockHandler handler = mockMaker.getHandler(mock);
",2,0,0,1,2,0,6,2,0,10,49,6,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsMoreEmptyValues,6,57,"        Object ret = delegate.answer(invocation);
",2,0,0,1,2,0,6,2,0,10,41,4,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/InvocationsFinder,6,57,"            if (wanted.matches(invocation)) {
",0,0,0,2,5,0,6,0,0,6,33,7,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/ConstructorInjection,6,57,"                Throwable realCause = e.getCause().getCause();
",2,0,0,2,4,0,6,2,0,10,46,9,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,6,57,"                    if (new MockUtil().isMock(instance)) {
",0,0,0,3,7,0,4,2,0,6,38,11,0.00000,0
defect4j,mockito,org/mockito/exceptions/Reporter,6,57,"        throw new MockitoException(join(
",0,0,0,0,2,0,2,2,0,4,32,5,0.00000,0
defect4j,mockito,org/mockito/internal/matchers/LocalizedMatcher,6,57,"        return actualMatcher instanceof ContainsExtraTypeInformation
",2,0,0,0,0,1,0,2,0,4,60,6,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/InvocationMatcher,6,57,"        return new PrintSettings().print(matchers, invocation);
",0,0,0,2,4,1,6,2,0,8,55,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/ReturnsArgumentAt,6,57,"        return wantedArgumentPosition;
",2,0,0,0,0,1,0,0,0,2,30,4,0.00000,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,6,58,"        verificationMode = null;
",2,0,0,0,0,0,0,0,0,3,24,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/BaseStubbing,6,58,"            thenThrow((Throwable) null);
",0,0,0,2,4,0,2,2,0,5,28,6,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockUtil,6,58,"            return (InternalMockHandler) handler;
",2,0,0,1,2,1,0,2,0,4,37,7,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,6,58,"        if (!methodInfo.isVoid()) {
",0,0,0,2,5,0,4,0,0,5,27,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsMoreEmptyValues,6,58,"        if (ret != null) {
",2,1,0,1,3,0,0,0,0,3,18,4,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/InvocationsFinder,6,58,"                firstChunk.add(invocation);
",0,0,0,1,2,0,6,0,0,6,27,9,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/ConstructorInjection,6,58,"                new Reporter().fieldInitialisationThrewException(field, realCause);
",0,0,0,2,4,0,6,2,0,8,67,10,0.00000,0
defect4j,mockito,org/mockito/internal/creation/DelegatingMethod,6,58,"        if (o instanceof DelegatingMethod) {
",2,0,0,1,3,0,0,2,0,4,36,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/MethodInfo,6,58,"        return method.getReturnType().isPrimitive();
",0,0,0,2,4,1,6,0,0,6,44,5,0.00000,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,6,59,"        return temp;
",2,0,0,0,0,1,0,0,0,2,12,4,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/GlobalConfiguration,6,59,"        return GLOBAL_CONFIGURATION.get().cleansStackTrace();
",0,0,0,2,4,1,6,0,0,6,53,5,0.00000,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,59,"        return mockName;
",2,0,0,0,0,1,0,0,0,2,16,4,0.00000,0
defect4j,mockito,org/mockito/internal/util/collections/HashCodeAndEqualsSafeSet,6,59,"        return backingHashSet.isEmpty();
",0,0,0,1,2,1,4,0,0,4,32,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,6,59,"        public ThrowsSmartNullPointer(InvocationOnMock unstubbedInvocation, Location location) {
",6,0,0,1,3,1,0,4,0,11,88,3,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,6,59,"            reporter.onlyVoidMethodsCanBeSetToDoNothing();
",0,0,0,1,2,0,4,0,0,4,46,7,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsMoreEmptyValues,6,59,"            return ret;
",2,0,0,0,0,1,0,0,0,2,11,6,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/InvocationsFinder,6,59,"            } else if (!firstChunk.isEmpty()) {
",0,0,0,2,6,0,4,0,0,5,35,7,0.00000,0
defect4j,mockito,org/mockito/internal/creation/DelegatingMethod,6,59,"            DelegatingMethod that = (DelegatingMethod) o;
",4,0,0,1,2,0,0,4,0,8,45,6,0.00000,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,59,"		for (InvocationListener listener : invocationListeners) {
",4,0,0,1,3,0,0,2,0,6,57,4,0.00000,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,60,"        } catch (ClassCastException cce) {
",2,0,0,1,4,0,0,2,0,4,34,6,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/ArgumentsComparator,6,60,"                if (!(actualMatcher instanceof VarargMatcher) || !actualMatcher.matches(rawArgs[i])) {
",2,1,1,4,9,0,4,2,0,15,86,8,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/BaseStubbing,6,60,"        OngoingStubbing<T> stubbing = null;
",2,0,0,0,0,0,0,4,0,6,35,4,0.00000,0
defect4j,mockito,org/mockito/internal/util/MockUtil,6,60,"            throw new NotAMockException(""Argument should be a mock, but is: "" + mock.getClass());
",0,1,0,2,4,0,4,2,0,8,85,7,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,6,60,"            this.unstubbedInvocation = unstubbedInvocation;
",4,0,0,0,0,0,0,0,0,5,47,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs,6,60,"        InternalMockHandler<Object> handler = new MockUtil().getMockHandler(invocation.getMock());
",2,0,0,3,6,0,6,6,0,14,90,4,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/InvocationsFinder,6,60,"                break;
",0,0,0,0,0,0,0,0,0,0,6,3,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/plugins/PluginLoader,6,60,"                Class<?> pluginClass = loader.loadClass(foundPluginClass);
",2,0,0,1,2,0,6,2,0,10,58,8,0.00000,0
defect4j,mockito,org/mockito/internal/matchers/Equals,6,60,"        return 1;
",0,0,0,0,0,1,0,0,0,0,9,3,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,6,60,"                        Mockito.reset(instance);
",0,0,0,1,2,0,6,0,0,6,24,13,0.00000,0
defect4j,mockito,org/mockito/internal/creation/DelegatingMethod,6,60,"            return method.equals(that.method);
",4,0,0,1,2,1,4,0,0,8,34,7,0.00000,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,61,"            throw new MockitoException(join(
",0,0,0,0,2,0,2,2,0,4,32,8,0.00000,0
defect4j,mockito,org/mockito/internal/invocation/ArgumentsComparator,6,61,"                    return false;
",0,0,0,0,0,1,0,0,0,1,13,10,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/ReturnsArgumentAt,6,61,"        return invocation.getArguments().length - 1;
",2,1,0,1,2,1,4,0,0,7,44,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/BaseStubbing,6,61,"        for (Class<? extends Throwable> t: throwableClasses) {
",4,0,0,1,3,0,0,4,0,8,54,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,6,61,"            this.location = location;
",4,0,0,0,0,0,0,0,0,5,25,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs,6,61,"        InvocationContainerImpl container = (InvocationContainerImpl) handler.getInvocationContainer();
",2,0,0,2,4,0,4,4,0,10,95,4,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,6,61,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/plugins/PluginLoader,6,61,"                Object plugin = pluginClass.newInstance();
",2,0,0,1,2,0,4,2,0,8,42,8,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/ConstructorInjection,6,61,"            return false;
",0,0,0,0,0,1,0,0,0,1,13,7,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,6,61,"                    } else if (instance != null) {
",2,1,0,1,4,0,0,0,0,3,30,11,0.00000,0
defect4j,mockito,org/mockito/internal/util/reflection/FieldInitializer,6,61,"        this(fieldOwner, field, new ParameterizedConstructorInstantiator(fieldOwner, field, argResolver));
",10,0,0,2,4,0,0,2,0,12,98,4,0.00000,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,61,"                listener.reportInvocation(new NotifiedMethodInvocationReport(invocation, exception));
",4,0,0,2,4,0,4,2,0,10,85,9,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/scanner/InjectMocksScanner,6,62,"        for (Class annotation : annotations) {
",4,0,0,1,3,0,0,2,0,6,38,4,0.00000,0
defect4j,mockito,org/mockito/internal/configuration/injection/MockInjection,6,62,"            this(Collections.singleton(field), fieldOwner);
",2,0,0,2,4,0,6,0,0,8,47,5,0.00000,0
defect4j,mockito,org/mockito/internal/stubbing/BaseStubbing,6,62,"            if (stubbing == null) {
",2,1,0,1,3,0,0,0,0,3,23,6,0.00000,0
